2021-06-30,-0.02815393396226416
2021-06-29,0.06055187378640778
2021-06-28,-0.05601112264150944
2021-06-27,-0.1362743125
2021-06-26,-0.3431605555555556
2021-06-25,-0.12790233944954132
2021-06-24,-0.28636237790697666
2021-06-23,-0.04232563636363636
2021-06-22,0.022330075630252074
2021-06-21,-0.11184909900990099
2021-06-20,-0.0987950625
2021-06-19,-0.10478441176470586
2021-06-18,-0.1750024074074074
2021-06-17,0.03695213194444445
2021-06-16,-0.2178204146341464
2021-06-15,-0.18721846835443037
2021-06-14,0.0011389378531073433
2021-06-13,-0.014777631578947351
2021-06-12,-0.05175694117647058
2021-06-11,-0.041428940170940134
2021-06-10,-0.24689766055045878
2021-06-09,-0.035333981132075476
2021-06-08,-0.05648761842105265
2021-06-07,0.003218398009950246
